AWAY_TEAM,HOME_TEAM,WEEK,SLOT,NETWORK,QUAL_POINTS
JAC,CLE,6,SUNE,CBS,0
JAC,CLE,6,SUNL,CBS,0
JAC,CLE,7,SUNE,CBS,0
JAC,CLE,7,SUNL,CBS,0
JAC,CLE,8,SUNE,CBS,0
JAC,CLE,8,SUNL,CBS,0
JAC,CLE,9,SUNE,CBS,0
JAC,CLE,9,SUNL,CBS,0
JAC,CLE,10,SUNE,CBS,0
JAC,CLE,10,SUNL,CBS,0
JAC,CLE,11,SUNE,CBS,0
JAC,CLE,11,SUNL,CBS,0
JAC,CLE,12,SUNE,CBS,0
JAC,CLE,12,SUNL,CBS,0
JAC,CLE,13,SUNE,CBS,0
JAC,CLE,13,SUNL,CBS,0
JAC,CLE,14,SUNE,CBS,0
JAC,CLE,14,SUNL,CBS,0
JAC,CLE,15,SUNE,CBS,0
JAC,CLE,15,SUNL,CBS,0
JAC,CLE,16,SUNE,CBS,0
JAC,CLE,16,SUNL,CBS,0
TEN,CLE,1,SUNE,CBS,0
TEN,CLE,1,SUNL,CBS,0
TEN,CLE,2,SUNE,CBS,0
TEN,CLE,2,SUNL,CBS,0
TEN,CLE,3,SUNE,CBS,0
TEN,CLE,3,SUNL,CBS,0
TEN,CLE,4,SUNE,CBS,0
TEN,CLE,4,SUNL,CBS,0
TEN,CLE,5,SUNE,CBS,0
TEN,CLE,5,SUNL,CBS,0
TEN,CLE,6,SUNE,CBS,0
TEN,CLE,6,SUNL,CBS,0
TEN,CLE,7,SUNE,CBS,0
TEN,CLE,7,SUNL,CBS,0
TEN,CLE,8,SUNE,CBS,0
TEN,CLE,8,SUNL,CBS,0
TEN,CLE,9,SUNE,CBS,0
TEN,CLE,9,SUNL,CBS,0
TEN,CLE,10,SUNE,CBS,0
TEN,CLE,10,SUNL,CBS,0
TEN,CLE,11,SUNE,CBS,0
TEN,CLE,11,SUNL,CBS,0
TEN,CLE,12,SUNE,CBS,0
TEN,CLE,12,SUNL,CBS,0
TEN,CLE,13,SUNE,CBS,0
TEN,CLE,13,SUNL,CBS,0
TEN,CLE,14,SUNE,CBS,0
TEN,CLE,14,SUNL,CBS,0
TEN,CLE,15,SUNE,CBS,0
TEN,CLE,15,SUNL,CBS,0
TEN,CLE,16,SUNE,CBS,0
TEN,CLE,16,SUNL,CBS,0
GB,CLE,1,SUND,FOX,4.5
GB,CLE,2,SUND,FOX,4.5
GB,CLE,3,SUND,FOX,4.5
GB,CLE,4,SUND,FOX,4.5
GB,CLE,5,SUND,FOX,4.5
GB,CLE,6,SUND,FOX,4.5
GB,CLE,7,SUND,FOX,4.5
GB,CLE,8,SUND,FOX,4.5
GB,CLE,9,SUND,FOX,4.5
GB,CLE,10,SUND,FOX,4.5
GB,CLE,11,SUND,FOX,4.5
GB,CLE,12,SUND,FOX,4.5
GB,CLE,13,SUND,FOX,4.5
GB,CLE,14,SUND,FOX,4.5
GB,CLE,15,SUND,FOX,4.5
GB,CLE,16,SUND,FOX,4.5
GB,CLE,1,SUNE,FOX,3
GB,CLE,1,SUNL,FOX,3
GB,CLE,2,SUNE,FOX,3
GB,CLE,2,SUNL,FOX,3
GB,CLE,3,SUNE,FOX,3
GB,CLE,3,SUNL,FOX,3
GB,CLE,4,SUNE,FOX,3
GB,CLE,4,SUNL,FOX,3
GB,CLE,5,SUNE,FOX,3
GB,CLE,5,SUNL,FOX,3
GB,CLE,6,SUNE,FOX,3
GB,CLE,6,SUNL,FOX,3
GB,CLE,7,SUNE,FOX,3
GB,CLE,7,SUNL,FOX,3
GB,CLE,8,SUNE,FOX,3
GB,CLE,8,SUNL,FOX,3
GB,CLE,9,SUNE,FOX,3
GB,CLE,9,SUNL,FOX,3
GB,CLE,10,SUNE,FOX,3
GB,CLE,10,SUNL,FOX,3
GB,CLE,11,SUNE,FOX,3
GB,CLE,11,SUNL,FOX,3
GB,CLE,12,SUNE,FOX,3
GB,CLE,12,SUNL,FOX,3
GB,CLE,13,SUNE,FOX,3
GB,CLE,13,SUNL,FOX,3
GB,CLE,14,SUNE,FOX,3
GB,CLE,14,SUNL,FOX,3
GB,CLE,15,SUNE,FOX,3
GB,CLE,15,SUNL,FOX,3
GB,CLE,16,SUNE,FOX,3
GB,CLE,16,SUNL,FOX,3
GB,CLE,16,SATE,NFL,4.5
GB,CLE,15,SATE,NFL,4.5
MIN,CLE,1,SUNE,FOX,1
MIN,CLE,1,SUNL,FOX,1
MIN,CLE,2,SUNE,FOX,1
MIN,CLE,2,SUNL,FOX,1
MIN,CLE,3,SUNE,FOX,1
MIN,CLE,3,SUNL,FOX,1
MIN,CLE,4,SUNE,FOX,1
MIN,CLE,4,SUNL,FOX,1
MIN,CLE,5,SUNE,FOX,1
MIN,CLE,5,SUNL,FOX,1
MIN,CLE,6,SUNE,FOX,1
MIN,CLE,6,SUNL,FOX,1
MIN,CLE,7,SUNE,FOX,1
MIN,CLE,7,SUNL,FOX,1
MIN,CLE,8,SUNE,FOX,1
MIN,CLE,8,SUNL,FOX,1
MIN,CLE,9,SUNE,FOX,1
MIN,CLE,9,SUNL,FOX,1
MIN,CLE,10,SUNE,FOX,1
MIN,CLE,10,SUNL,FOX,1
MIN,CLE,11,SUNE,FOX,1
MIN,CLE,11,SUNL,FOX,1
MIN,CLE,12,SUNE,FOX,1
MIN,CLE,12,SUNL,FOX,1
MIN,CLE,13,SUNE,FOX,1
MIN,CLE,13,SUNL,FOX,1
MIN,CLE,14,SUNE,FOX,1
MIN,CLE,14,SUNL,FOX,1
MIN,CLE,15,SUNE,FOX,1
MIN,CLE,15,SUNL,FOX,1
MIN,CLE,16,SUNE,FOX,1
MIN,CLE,16,SUNL,FOX,1
NYJ,CLE,1,SUNE,CBS,1
NYJ,CLE,1,SUNL,CBS,1
NYJ,CLE,2,SUNE,CBS,1
NYJ,CLE,2,SUNL,CBS,1
NYJ,CLE,3,SUNE,CBS,1
NYJ,CLE,3,SUNL,CBS,1
NYJ,CLE,4,SUNE,CBS,1
NYJ,CLE,4,SUNL,CBS,1
NYJ,CLE,5,SUNE,CBS,1
NYJ,CLE,5,SUNL,CBS,1
NYJ,CLE,6,SUNE,CBS,1
NYJ,CLE,6,SUNL,CBS,1
NYJ,CLE,7,SUNE,CBS,1
NYJ,CLE,7,SUNL,CBS,1
NYJ,CLE,8,SUNE,CBS,1
NYJ,CLE,8,SUNL,CBS,1
NYJ,CLE,9,SUNE,CBS,1
NYJ,CLE,9,SUNL,CBS,1
NYJ,CLE,10,SUNE,CBS,1
NYJ,CLE,10,SUNL,CBS,1
NYJ,CLE,11,SUNE,CBS,1
NYJ,CLE,11,SUNL,CBS,1
NYJ,CLE,12,SUNE,CBS,1
NYJ,CLE,12,SUNL,CBS,1
NYJ,CLE,13,SUNE,CBS,1
NYJ,CLE,13,SUNL,CBS,1
NYJ,CLE,14,SUNE,CBS,1
NYJ,CLE,14,SUNL,CBS,1
NYJ,CLE,15,SUNE,CBS,1
NYJ,CLE,15,SUNL,CBS,1
NYJ,CLE,16,SUNE,CBS,1
NYJ,CLE,16,SUNL,CBS,1
IND,HOU,1,SUNE,CBS,1
IND,HOU,1,SUNL,CBS,1
IND,HOU,2,SUNE,CBS,1
IND,HOU,2,SUNL,CBS,1
IND,HOU,3,SUNE,CBS,1
IND,HOU,3,SUNL,CBS,1
IND,HOU,4,SUNE,CBS,1
IND,HOU,4,SUNL,CBS,1
IND,HOU,5,SUNE,CBS,1
IND,HOU,5,SUNL,CBS,1
IND,HOU,6,SUNE,CBS,1
IND,HOU,6,SUNL,CBS,1
IND,HOU,7,SUNE,CBS,1
IND,HOU,7,SUNL,CBS,1
IND,HOU,8,SUNE,CBS,1
IND,HOU,8,SUNL,CBS,1
IND,HOU,9,SUNE,CBS,1
IND,HOU,9,SUNL,CBS,1
IND,HOU,10,SUNE,CBS,1
IND,HOU,10,SUNL,CBS,1
IND,HOU,11,SUNE,CBS,1
IND,HOU,11,SUNL,CBS,1
IND,HOU,12,SUNE,CBS,1
IND,HOU,12,SUNL,CBS,1
IND,HOU,13,SUNE,CBS,1
IND,HOU,13,SUNL,CBS,1
IND,HOU,14,SUNE,CBS,1
IND,HOU,14,SUNL,CBS,1
IND,HOU,15,SUNE,CBS,1
IND,HOU,15,SUNL,CBS,1
IND,HOU,16,SUNE,CBS,1
IND,HOU,16,SUNL,CBS,1
IND,HOU,17,SUNE,CBS,1
IND,HOU,17,SUNL,CBS,1
JAC,HOU,1,SUNE,CBS,0
JAC,HOU,1,SUNL,CBS,0
JAC,HOU,2,SUNE,CBS,0
JAC,HOU,2,SUNL,CBS,0
JAC,HOU,3,SUNE,CBS,0
JAC,HOU,3,SUNL,CBS,0
JAC,HOU,4,SUNE,CBS,0
JAC,HOU,4,SUNL,CBS,0
JAC,HOU,5,SUNE,CBS,0
JAC,HOU,5,SUNL,CBS,0
JAC,HOU,6,SUNE,CBS,0
JAC,HOU,6,SUNL,CBS,0
JAC,HOU,7,SUNE,CBS,0
JAC,HOU,7,SUNL,CBS,0
JAC,HOU,8,SUNE,CBS,0
JAC,HOU,8,SUNL,CBS,0
JAC,HOU,9,SUNE,CBS,0
JAC,HOU,9,SUNL,CBS,0
JAC,HOU,10,SUNE,CBS,0
JAC,HOU,10,SUNL,CBS,0
JAC,HOU,11,SUNE,CBS,0
JAC,HOU,11,SUNL,CBS,0
JAC,HOU,12,SUNE,CBS,0
JAC,HOU,12,SUNL,CBS,0
JAC,HOU,13,SUNE,CBS,0
JAC,HOU,13,SUNL,CBS,0
JAC,HOU,14,SUNE,CBS,0
JAC,HOU,14,SUNL,CBS,0
JAC,HOU,15,SUNE,CBS,0
JAC,HOU,15,SUNL,CBS,0
JAC,HOU,16,SUNE,CBS,0
JAC,HOU,16,SUNL,CBS,0
JAC,HOU,17,SUNE,CBS,0
JAC,HOU,17,SUNL,CBS,0
TEN,HOU,1,SUNE,CBS,0
TEN,HOU,1,SUNL,CBS,0
TEN,HOU,2,SUNE,CBS,0
TEN,HOU,2,SUNL,CBS,0
TEN,HOU,3,SUNE,CBS,0
TEN,HOU,3,SUNL,CBS,0
TEN,HOU,4,SUNE,CBS,0
TEN,HOU,4,SUNL,CBS,0
TEN,HOU,5,SUNE,CBS,0
TEN,HOU,5,SUNL,CBS,0
TEN,HOU,6,SUNE,CBS,0
TEN,HOU,6,SUNL,CBS,0
TEN,HOU,7,SUNE,CBS,0
TEN,HOU,7,SUNL,CBS,0
TEN,HOU,8,SUNE,CBS,0
TEN,HOU,8,SUNL,CBS,0
TEN,HOU,9,SUNE,CBS,0
TEN,HOU,9,SUNL,CBS,0
TEN,HOU,10,SUNE,CBS,0
TEN,HOU,10,SUNL,CBS,0
TEN,HOU,11,SUNE,CBS,0
TEN,HOU,11,SUNL,CBS,0
TEN,HOU,12,SUNE,CBS,0
TEN,HOU,12,SUNL,CBS,0
TEN,HOU,13,SUNE,CBS,0
TEN,HOU,13,SUNL,CBS,0
TEN,HOU,14,SUNE,CBS,0
TEN,HOU,14,SUNL,CBS,0
TEN,HOU,15,SUNE,CBS,0
TEN,HOU,15,SUNL,CBS,0
TEN,HOU,16,SUNE,CBS,0
TEN,HOU,16,SUNL,CBS,0
TEN,HOU,17,SUNE,CBS,0
TEN,HOU,17,SUNL,CBS,0
CLE,HOU,1,SUNE,CBS,0
CLE,HOU,1,SUNL,CBS,0
CLE,HOU,2,SUNE,CBS,0
CLE,HOU,2,SUNL,CBS,0
CLE,HOU,3,SUNE,CBS,0
CLE,HOU,3,SUNL,CBS,0
CLE,HOU,4,SUNE,CBS,0
CLE,HOU,4,SUNL,CBS,0
CLE,HOU,5,SUNE,CBS,0
CLE,HOU,5,SUNL,CBS,0
CLE,HOU,6,SUNE,CBS,0
CLE,HOU,6,SUNL,CBS,0
CLE,HOU,7,SUNE,CBS,0
CLE,HOU,7,SUNL,CBS,0
CLE,HOU,8,SUNE,CBS,0
CLE,HOU,8,SUNL,CBS,0
CLE,HOU,9,SUNE,CBS,0
CLE,HOU,9,SUNL,CBS,0
CLE,HOU,10,SUNE,CBS,0
CLE,HOU,10,SUNL,CBS,0
CLE,HOU,11,SUNE,CBS,0
CLE,HOU,11,SUNL,CBS,0
CLE,HOU,12,SUNE,CBS,0
CLE,HOU,12,SUNL,CBS,0
CLE,HOU,13,SUNE,CBS,0
CLE,HOU,13,SUNL,CBS,0
CLE,HOU,14,SUNE,CBS,0
CLE,HOU,14,SUNL,CBS,0
CLE,HOU,15,SUNE,CBS,0
CLE,HOU,15,SUNL,CBS,0
CLE,HOU,16,SUNE,CBS,0
CLE,HOU,16,SUNL,CBS,0
PIT,HOU,1,SUND,CBS,4.5
PIT,HOU,2,SUND,CBS,4.5
PIT,HOU,3,SUND,CBS,4.5
PIT,HOU,4,SUND,CBS,4.5
PIT,HOU,5,SUND,CBS,4.5
PIT,HOU,6,SUND,CBS,4.5
PIT,HOU,7,SUND,CBS,4.5
PIT,HOU,8,SUND,CBS,4.5
PIT,HOU,9,SUND,CBS,4.5
PIT,HOU,10,SUND,CBS,4.5
PIT,HOU,11,SUND,CBS,4.5
PIT,HOU,12,SUND,CBS,4.5
PIT,HOU,13,SUND,CBS,4.5
PIT,HOU,14,SUND,CBS,4.5
PIT,HOU,15,SUND,CBS,4.5
PIT,HOU,16,SUND,CBS,4.5
PIT,HOU,1,SUNE,CBS,3
PIT,HOU,1,SUNL,CBS,3
PIT,HOU,2,SUNE,CBS,3
PIT,HOU,2,SUNL,CBS,3
PIT,HOU,3,SUNE,CBS,3
PIT,HOU,3,SUNL,CBS,3
PIT,HOU,4,SUNE,CBS,3
PIT,HOU,4,SUNL,CBS,3
PIT,HOU,5,SUNE,CBS,3
PIT,HOU,5,SUNL,CBS,3
PIT,HOU,6,SUNE,CBS,3
PIT,HOU,6,SUNL,CBS,3
PIT,HOU,7,SUNE,CBS,3
PIT,HOU,7,SUNL,CBS,3
PIT,HOU,8,SUNE,CBS,3
PIT,HOU,8,SUNL,CBS,3
PIT,HOU,9,SUNE,CBS,3
PIT,HOU,9,SUNL,CBS,3
PIT,HOU,10,SUNE,CBS,3
PIT,HOU,10,SUNL,CBS,3
PIT,HOU,11,SUNE,CBS,3
PIT,HOU,11,SUNL,CBS,3
PIT,HOU,12,SUNE,CBS,3
PIT,HOU,12,SUNL,CBS,3
PIT,HOU,13,SUNE,CBS,3
PIT,HOU,13,SUNL,CBS,3
PIT,HOU,14,SUNE,CBS,3
PIT,HOU,14,SUNL,CBS,3
PIT,HOU,15,SUNE,CBS,3
PIT,HOU,15,SUNL,CBS,3
PIT,HOU,16,SUNE,CBS,3
PIT,HOU,16,SUNL,CBS,3
PIT,HOU,16,SATE,NFL,4.5
PIT,HOU,15,SATE,NFL,4.5
ARZ,HOU,1,SUNE,FOX,2
ARZ,HOU,1,SUNL,FOX,2
ARZ,HOU,2,SUNE,FOX,2
ARZ,HOU,2,SUNL,FOX,2
ARZ,HOU,3,SUNE,FOX,2
ARZ,HOU,3,SUNL,FOX,2
ARZ,HOU,4,SUNE,FOX,2
ARZ,HOU,4,SUNL,FOX,2
ARZ,HOU,5,SUNE,FOX,2
ARZ,HOU,5,SUNL,FOX,2
ARZ,HOU,6,SUNE,FOX,2
ARZ,HOU,6,SUNL,FOX,2
ARZ,HOU,7,SUNE,FOX,2
ARZ,HOU,7,SUNL,FOX,2
ARZ,HOU,8,SUNE,FOX,2
ARZ,HOU,8,SUNL,FOX,2
ARZ,HOU,9,SUNE,FOX,2
ARZ,HOU,9,SUNL,FOX,2
ARZ,HOU,10,SUNE,FOX,2
ARZ,HOU,10,SUNL,FOX,2
ARZ,HOU,11,SUNE,FOX,2
ARZ,HOU,11,SUNL,FOX,2
ARZ,HOU,12,SUNE,FOX,2
ARZ,HOU,12,SUNL,FOX,2
ARZ,HOU,13,SUNE,FOX,2
ARZ,HOU,13,SUNL,FOX,2
ARZ,HOU,14,SUNE,FOX,2
ARZ,HOU,14,SUNL,FOX,2
ARZ,HOU,15,SUNE,FOX,2
ARZ,HOU,15,SUNL,FOX,2
ARZ,HOU,16,SUNE,FOX,2
ARZ,HOU,16,SUNL,FOX,2
SF,HOU,1,SUNE,FOX,2
SF,HOU,1,SUNL,FOX,2
SF,HOU,2,SUNE,FOX,2
SF,HOU,2,SUNL,FOX,2
SF,HOU,3,SUNE,FOX,2
SF,HOU,3,SUNL,FOX,2
SF,HOU,4,SUNE,FOX,2
SF,HOU,4,SUNL,FOX,2
SF,HOU,5,SUNE,FOX,2
SF,HOU,5,SUNL,FOX,2
SF,HOU,6,SUNE,FOX,2
SF,HOU,6,SUNL,FOX,2
SF,HOU,7,SUNE,FOX,2
SF,HOU,7,SUNL,FOX,2
SF,HOU,8,SUNE,FOX,2
SF,HOU,8,SUNL,FOX,2
SF,HOU,9,SUNE,FOX,2
SF,HOU,9,SUNL,FOX,2
SF,HOU,10,SUNE,FOX,2
SF,HOU,10,SUNL,FOX,2
SF,HOU,11,SUNE,FOX,2
SF,HOU,11,SUNL,FOX,2
SF,HOU,12,SUNE,FOX,2
SF,HOU,12,SUNL,FOX,2
SF,HOU,13,SUNE,FOX,2
SF,HOU,13,SUNL,FOX,2
SF,HOU,14,SUNE,FOX,2
SF,HOU,14,SUNL,FOX,2
SF,HOU,15,SUNE,FOX,2
SF,HOU,15,SUNL,FOX,2
SF,HOU,16,SUNE,FOX,2
SF,HOU,16,SUNL,FOX,2
KC,HOU,1,SUNE,CBS,0
KC,HOU,1,SUNL,CBS,0
KC,HOU,2,SUNE,CBS,0
KC,HOU,2,SUNL,CBS,0
KC,HOU,3,SUNE,CBS,0
KC,HOU,3,SUNL,CBS,0
KC,HOU,4,SUNE,CBS,0
KC,HOU,4,SUNL,CBS,0
KC,HOU,5,SUNE,CBS,0
KC,HOU,5,SUNL,CBS,0
KC,HOU,6,SUNE,CBS,0
KC,HOU,6,SUNL,CBS,0
KC,HOU,7,SUNE,CBS,0
KC,HOU,7,SUNL,CBS,0
KC,HOU,8,SUNE,CBS,0
KC,HOU,8,SUNL,CBS,0
KC,HOU,9,SUNE,CBS,0
KC,HOU,9,SUNL,CBS,0
KC,HOU,10,SUNE,CBS,0
KC,HOU,10,SUNL,CBS,0
KC,HOU,11,SUNE,CBS,0
KC,HOU,11,SUNL,CBS,0
KC,HOU,12,SUNE,CBS,0
KC,HOU,12,SUNL,CBS,0
KC,HOU,13,SUNE,CBS,0
KC,HOU,13,SUNL,CBS,0
KC,HOU,14,SUNE,CBS,0
KC,HOU,14,SUNL,CBS,0
KC,HOU,15,SUNE,CBS,0
KC,HOU,15,SUNL,CBS,0
KC,HOU,16,SUNE,CBS,0
KC,HOU,16,SUNL,CBS,0
HOU,TEN,1,SUNE,CBS,0
HOU,TEN,1,SUNL,CBS,0
HOU,TEN,2,SUNE,CBS,0
HOU,TEN,2,SUNL,CBS,0
HOU,TEN,3,SUNE,CBS,0
HOU,TEN,3,SUNL,CBS,0
HOU,TEN,4,SUNE,CBS,0
HOU,TEN,4,SUNL,CBS,0
HOU,TEN,5,SUNE,CBS,0
HOU,TEN,5,SUNL,CBS,0
HOU,TEN,6,SUNE,CBS,0
HOU,TEN,6,SUNL,CBS,0
HOU,TEN,7,SUNE,CBS,0
HOU,TEN,7,SUNL,CBS,0
HOU,TEN,8,SUNE,CBS,0
HOU,TEN,8,SUNL,CBS,0
HOU,TEN,9,SUNE,CBS,0
HOU,TEN,9,SUNL,CBS,0
HOU,TEN,10,SUNE,CBS,0
HOU,TEN,10,SUNL,CBS,0
HOU,TEN,11,SUNE,CBS,0
HOU,TEN,11,SUNL,CBS,0
HOU,TEN,12,SUNE,CBS,0
HOU,TEN,12,SUNL,CBS,0
HOU,TEN,13,SUNE,CBS,0
HOU,TEN,13,SUNL,CBS,0
HOU,TEN,14,SUNE,CBS,0
HOU,TEN,14,SUNL,CBS,0
HOU,TEN,15,SUNE,CBS,0
HOU,TEN,15,SUNL,CBS,0
HOU,TEN,16,SUNE,CBS,0
HOU,TEN,16,SUNL,CBS,0
HOU,TEN,17,SUNE,CBS,0
HOU,TEN,17,SUNL,CBS,0
IND,TEN,1,SUNE,CBS,1
IND,TEN,1,SUNL,CBS,1
IND,TEN,2,SUNE,CBS,1
IND,TEN,2,SUNL,CBS,1
IND,TEN,3,SUNE,CBS,1
IND,TEN,3,SUNL,CBS,1
IND,TEN,4,SUNE,CBS,1
IND,TEN,4,SUNL,CBS,1
IND,TEN,5,SUNE,CBS,1
IND,TEN,5,SUNL,CBS,1
IND,TEN,6,SUNE,CBS,1
IND,TEN,6,SUNL,CBS,1
IND,TEN,7,SUNE,CBS,1
IND,TEN,7,SUNL,CBS,1
IND,TEN,8,SUNE,CBS,1
IND,TEN,8,SUNL,CBS,1
IND,TEN,9,SUNE,CBS,1
IND,TEN,9,SUNL,CBS,1
IND,TEN,10,SUNE,CBS,1
IND,TEN,10,SUNL,CBS,1
IND,TEN,11,SUNE,CBS,1
IND,TEN,11,SUNL,CBS,1
IND,TEN,12,SUNE,CBS,1
IND,TEN,12,SUNL,CBS,1
IND,TEN,13,SUNE,CBS,1
IND,TEN,13,SUNL,CBS,1
IND,TEN,14,SUNE,CBS,1
IND,TEN,14,SUNL,CBS,1
IND,TEN,15,SUNE,CBS,1
IND,TEN,15,SUNL,CBS,1
IND,TEN,16,SUNE,CBS,1
IND,TEN,16,SUNL,CBS,1
IND,TEN,17,SUNE,CBS,1
IND,TEN,17,SUNL,CBS,1
JAC,TEN,1,SUNE,CBS,0
JAC,TEN,1,SUNL,CBS,0
JAC,TEN,2,SUNE,CBS,0
JAC,TEN,2,SUNL,CBS,0
JAC,TEN,3,SUNE,CBS,0
JAC,TEN,3,SUNL,CBS,0
JAC,TEN,4,SUNE,CBS,0
JAC,TEN,4,SUNL,CBS,0
JAC,TEN,5,SUNE,CBS,0
JAC,TEN,5,SUNL,CBS,0
JAC,TEN,6,SUNE,CBS,0
JAC,TEN,6,SUNL,CBS,0
JAC,TEN,7,SUNE,CBS,0
JAC,TEN,7,SUNL,CBS,0
JAC,TEN,8,SUNE,CBS,0
JAC,TEN,8,SUNL,CBS,0
JAC,TEN,9,SUNE,CBS,0
JAC,TEN,9,SUNL,CBS,0
JAC,TEN,10,SUNE,CBS,0
JAC,TEN,10,SUNL,CBS,0
JAC,TEN,11,SUNE,CBS,0
JAC,TEN,11,SUNL,CBS,0
JAC,TEN,12,SUNE,CBS,0
JAC,TEN,12,SUNL,CBS,0
JAC,TEN,13,SUNE,CBS,0
JAC,TEN,13,SUNL,CBS,0
JAC,TEN,14,SUNE,CBS,0
JAC,TEN,14,SUNL,CBS,0
JAC,TEN,15,SUNE,CBS,0
JAC,TEN,15,SUNL,CBS,0
JAC,TEN,16,SUNE,CBS,0
JAC,TEN,16,SUNL,CBS,0
JAC,TEN,17,SUNE,CBS,0
JAC,TEN,17,SUNL,CBS,0
BAL,TEN,1,SUNE,CBS,1
BAL,TEN,1,SUNL,CBS,1
BAL,TEN,2,SUNE,CBS,1
BAL,TEN,2,SUNL,CBS,1
BAL,TEN,3,SUNE,CBS,1
BAL,TEN,3,SUNL,CBS,1
BAL,TEN,4,SUNE,CBS,1
BAL,TEN,4,SUNL,CBS,1
BAL,TEN,5,SUNE,CBS,1
BAL,TEN,5,SUNL,CBS,1
BAL,TEN,6,SUNE,CBS,1
BAL,TEN,6,SUNL,CBS,1
BAL,TEN,7,SUNE,CBS,1
BAL,TEN,7,SUNL,CBS,1
BAL,TEN,8,SUNE,CBS,1
BAL,TEN,8,SUNL,CBS,1
BAL,TEN,9,SUNE,CBS,1
BAL,TEN,9,SUNL,CBS,1
BAL,TEN,10,SUNE,CBS,1
BAL,TEN,10,SUNL,CBS,1
BAL,TEN,11,SUNE,CBS,1
BAL,TEN,11,SUNL,CBS,1
BAL,TEN,12,SUNE,CBS,1
BAL,TEN,12,SUNL,CBS,1
BAL,TEN,13,SUNE,CBS,1
BAL,TEN,13,SUNL,CBS,1
BAL,TEN,14,SUNE,CBS,1
BAL,TEN,14,SUNL,CBS,1
BAL,TEN,15,SUNE,CBS,1
BAL,TEN,15,SUNL,CBS,1
BAL,TEN,16,SUNE,CBS,1
BAL,TEN,16,SUNL,CBS,1
CIN,TEN,1,SUNE,CBS,1
CIN,TEN,1,SUNL,CBS,1
CIN,TEN,2,SUNE,CBS,1
CIN,TEN,2,SUNL,CBS,1
CIN,TEN,3,SUNE,CBS,1
CIN,TEN,3,SUNL,CBS,1
CIN,TEN,4,SUNE,CBS,1
CIN,TEN,4,SUNL,CBS,1
CIN,TEN,5,SUNE,CBS,1
CIN,TEN,5,SUNL,CBS,1
CIN,TEN,6,SUNE,CBS,1
CIN,TEN,6,SUNL,CBS,1
CIN,TEN,7,SUNE,CBS,1
CIN,TEN,7,SUNL,CBS,1
CIN,TEN,8,SUNE,CBS,1
CIN,TEN,8,SUNL,CBS,1
CIN,TEN,9,SUNE,CBS,1
CIN,TEN,9,SUNL,CBS,1
CIN,TEN,10,SUNE,CBS,1
CIN,TEN,10,SUNL,CBS,1
CIN,TEN,11,SUNE,CBS,1
CIN,TEN,11,SUNL,CBS,1
CIN,TEN,12,SUNE,CBS,1
CIN,TEN,12,SUNL,CBS,1
CIN,TEN,13,SUNE,CBS,1
CIN,TEN,13,SUNL,CBS,1
CIN,TEN,14,SUNE,CBS,1
CIN,TEN,14,SUNL,CBS,1
CIN,TEN,15,SUNE,CBS,1
CIN,TEN,15,SUNL,CBS,1
CIN,TEN,16,SUNE,CBS,1
CIN,TEN,16,SUNL,CBS,1
LAR,TEN,1,SUNE,FOX,0
LAR,TEN,1,SUNL,FOX,0
LAR,TEN,2,SUNE,FOX,0
LAR,TEN,2,SUNL,FOX,0
LAR,TEN,3,SUNE,FOX,0
LAR,TEN,3,SUNL,FOX,0
LAR,TEN,4,SUNE,FOX,0
LAR,TEN,4,SUNL,FOX,0
LAR,TEN,5,SUNE,FOX,0
LAR,TEN,5,SUNL,FOX,0
LAR,TEN,6,SUNE,FOX,0
LAR,TEN,6,SUNL,FOX,0
LAR,TEN,7,SUNE,FOX,0
LAR,TEN,7,SUNL,FOX,0
LAR,TEN,8,SUNE,FOX,0
LAR,TEN,8,SUNL,FOX,0
LAR,TEN,9,SUNE,FOX,0
LAR,TEN,9,SUNL,FOX,0
LAR,TEN,10,SUNE,FOX,0
LAR,TEN,10,SUNL,FOX,0
LAR,TEN,11,SUNE,FOX,0
LAR,TEN,11,SUNL,FOX,0
LAR,TEN,12,SUNE,FOX,0
LAR,TEN,12,SUNL,FOX,0
LAR,TEN,13,SUNE,FOX,0
LAR,TEN,13,SUNL,FOX,0
LAR,TEN,14,SUNE,FOX,0
LAR,TEN,14,SUNL,FOX,0
LAR,TEN,15,SUNE,FOX,0
LAR,TEN,15,SUNL,FOX,0
LAR,TEN,16,SUNE,FOX,0
LAR,TEN,16,SUNL,FOX,0
SEA,TEN,1,SUND,FOX,4.5
SEA,TEN,2,SUND,FOX,4.5
SEA,TEN,3,SUND,FOX,4.5
SEA,TEN,4,SUND,FOX,4.5
SEA,TEN,5,SUND,FOX,4.5
SEA,TEN,6,SUND,FOX,4.5
SEA,TEN,7,SUND,FOX,4.5
SEA,TEN,8,SUND,FOX,4.5
SEA,TEN,9,SUND,FOX,4.5
SEA,TEN,10,SUND,FOX,4.5
SEA,TEN,11,SUND,FOX,4.5
SEA,TEN,12,SUND,FOX,4.5
SEA,TEN,13,SUND,FOX,4.5
SEA,TEN,14,SUND,FOX,4.5
SEA,TEN,15,SUND,FOX,4.5
SEA,TEN,16,SUND,FOX,4.5
SEA,TEN,1,SUNE,FOX,3
SEA,TEN,1,SUNL,FOX,3
SEA,TEN,2,SUNE,FOX,3
SEA,TEN,2,SUNL,FOX,3
SEA,TEN,3,SUNE,FOX,3
